nodes,edges,density,avg_degree,aspl,clustering,assortativity,bridge_fraction,city
11408,16618,0.0002554040597349798,2.9133941093969145,1.3333333333333333,0.04846724103386095,0.1270178453137039,0.10380310506679505,Boston
29362,48731,0.00011305215410612832,3.3193242967100334,1.0,0.0260526238967762,0.1977299916489142,0.04773142352917034,Chicago
36544,56723,8.495108059008572e-05,3.104367338003503,1.0,0.048720264156450664,0.17654027213028514,0.0683849584824498,Dallas
48456,67262,5.729458971334255e-05,2.776209344560013,1.0,0.05015251932042422,0.09378918371335114,0.15048615860366923,Phoenix
9122,12988,0.0003122049266216261,2.8476211357158516,1.3333333333333333,0.040665163236967665,0.10162172038143094,0.1480597474591931,Pittsburgh
10012,16393,0.0003271072216087673,3.2746703955253698,1.3333333333333333,0.054249186690257405,0.21618742471368585,0.059049594339047155,San Francisco
