city,scenario,severity,run,avg_ratio,median_ratio,pct_disconnected,n_removed_edges,n_pairs
"Phoenix, Arizona, USA",Highway Flood,0.3,1,1.437580602929292,1.2775720220197395,3.3333333333333335,1739,30
"Phoenix, Arizona, USA",Highway Flood,0.3,2,1.2851573946399373,1.2397439245431086,0.0,1739,30
"Phoenix, Arizona, USA",Highway Flood,0.3,3,1.2670339724866544,1.1797409085770827,0.0,1739,30
"Phoenix, Arizona, USA",Highway Flood,0.3,4,1.3365353016810593,1.1936105243096355,3.3333333333333335,1739,30
"Phoenix, Arizona, USA",Highway Flood,0.5,0,1.3232146094342607,1.2626397369709421,0.0,2898,30
"Phoenix, Arizona, USA",Highway Flood,0.5,1,1.8892595052763284,1.503454732783486,10.0,2898,30
"Phoenix, Arizona, USA",Highway Flood,0.5,2,1.3559809964344964,1.2965491426560227,0.0,2898,30
"Phoenix, Arizona, USA",Highway Flood,0.5,3,1.68008159079828,1.215003553035325,10.0,2898,30
"Phoenix, Arizona, USA",Highway Flood,0.5,4,1.5694834113628695,1.2907820763330418,6.666666666666667,2898,30
"Phoenix, Arizona, USA",Highway Flood,0.7,0,1.3433455315744842,1.2844828770643453,0.0,4057,30
"Phoenix, Arizona, USA",Highway Flood,0.7,1,2.031905916626027,1.5839651982465137,13.333333333333334,4057,30
"Phoenix, Arizona, USA",Highway Flood,0.7,2,1.477418405054556,1.3001970912478291,3.3333333333333335,4057,30
"Phoenix, Arizona, USA",Highway Flood,0.7,3,1.9405594264817074,1.2492228039099222,16.666666666666668,4057,30
"Phoenix, Arizona, USA",Highway Flood,0.7,4,1.588675949835875,1.2993308640954204,6.666666666666667,4057,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.3,0,5.0,5.0,100.0,35475,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.3,1,5.0,5.0,100.0,35475,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.3,2,5.0,5.0,100.0,35475,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.3,3,5.0,5.0,100.0,35475,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.3,4,5.0,5.0,100.0,35475,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.5,0,5.0,5.0,100.0,60734,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.5,1,5.0,5.0,100.0,60734,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.5,2,5.0,5.0,100.0,60734,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.5,3,5.0,5.0,100.0,60734,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.5,4,5.0,5.0,100.0,60734,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.7,0,5.0,5.0,100.0,86339,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.7,1,5.0,5.0,100.0,86339,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.7,2,5.0,5.0,100.0,86339,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.7,3,5.0,5.0,100.0,86339,30
"Phoenix, Arizona, USA",Targeted Attack (Top k%),0.7,4,5.0,5.0,100.0,86339,30
"Phoenix, Arizona, USA",Random Failure,0.3,0,5.0,5.0,100.0,37200,30
"Phoenix, Arizona, USA",Random Failure,0.3,1,4.871171304084678,5.0,96.66666666666667,37200,30
"Phoenix, Arizona, USA",Random Failure,0.3,2,5.0,5.0,100.0,37200,30
"Phoenix, Arizona, USA",Random Failure,0.3,3,4.899795006664201,5.0,96.66666666666667,37200,30
"Phoenix, Arizona, USA",Random Failure,0.3,4,5.0,5.0,100.0,37200,30
"Phoenix, Arizona, USA",Random Failure,0.5,0,5.0,5.0,100.0,62000,30
"Phoenix, Arizona, USA",Random Failure,0.5,1,5.0,5.0,100.0,62000,30
"Phoenix, Arizona, USA",Random Failure,0.5,2,5.0,5.0,100.0,62000,30
"Phoenix, Arizona, USA",Random Failure,0.5,3,5.0,5.0,100.0,62000,30
"Phoenix, Arizona, USA",Random Failure,0.5,4,5.0,5.0,100.0,62000,30
"Phoenix, Arizona, USA",Random Failure,0.7,0,5.0,5.0,100.0,86800,30
"Phoenix, Arizona, USA",Random Failure,0.7,1,5.0,5.0,100.0,86800,30
"Phoenix, Arizona, USA",Random Failure,0.7,2,5.0,5.0,100.0,86800,30
"Phoenix, Arizona, USA",Random Failure,0.7,3,5.0,5.0,100.0,86800,30
"Phoenix, Arizona, USA",Random Failure,0.7,4,5.0,5.0,100.0,86800,30
"San Francisco, California, USA",Bridge Collapse,0.3,0,1.3204026470725565,1.005927284973577,6.666666666666667,73,30
"San Francisco, California, USA",Bridge Collapse,0.3,1,1.0392737995762649,1.0014764235032185,0.0,73,30
"San Francisco, California, USA",Bridge Collapse,0.3,2,1.0891250221933073,1.0469263299760279,0.0,73,30
"San Francisco, California, USA",Bridge Collapse,0.3,3,1.0562978212725591,1.0,0.0,73,30
"San Francisco, California, USA",Bridge Collapse,0.3,4,1.0893676982974045,1.0,0.0,73,30
"San Francisco, California, USA",Bridge Collapse,0.5,0,1.8929667474098815,1.0816327245533635,20.0,122,30
"San Francisco, California, USA",Bridge Collapse,0.5,1,1.044461278455688,1.0054863066740123,0.0,122,30
"San Francisco, California, USA",Bridge Collapse,0.5,2,1.107790611658752,1.057825292994954,0.0,122,30
"San Francisco, California, USA",Bridge Collapse,0.5,3,1.0669756598556717,1.0,0.0,122,30
"San Francisco, California, USA",Bridge Collapse,0.5,4,1.102146153738886,1.0041442098132471,0.0,122,30
"San Francisco, California, USA",Bridge Collapse,0.7,0,1.9011030079534266,1.101658102721355,20.0,171,30
"San Francisco, California, USA",Bridge Collapse,0.7,1,1.0500764855465896,1.0142578031214113,0.0,171,30
"San Francisco, California, USA",Bridge Collapse,0.7,2,1.1116611900551614,1.057825292994954,0.0,171,30
"San Francisco, California, USA",Bridge Collapse,0.7,3,1.218351110538884,1.0003720254581814,3.3333333333333335,171,30
"San Francisco, California, USA",Bridge Collapse,0.7,4,1.1142575647103072,1.0086595750336074,0.0,171,30
"San Francisco, California, USA",Tunnel Closure,0.3,0,1.1353669109228788,1.0,3.3333333333333335,12,30
"San Francisco, California, USA",Tunnel Closure,0.3,1,1.0006223315458729,1.0,0.0,12,30
"San Francisco, California, USA",Tunnel Closure,0.3,2,1.0106795874974568,1.0,0.0,12,30
"San Francisco, California, USA",Tunnel Closure,0.3,3,1.000036435571626,1.0,0.0,12,30
"San Francisco, California, USA",Tunnel Closure,0.3,4,1.0123812803226964,1.0,0.0,12,30
"San Francisco, California, USA",Tunnel Closure,0.5,0,1.4043634355990837,1.0,10.0,21,30
"San Francisco, California, USA",Tunnel Closure,0.5,1,1.002509859675313,1.0,0.0,21,30
"San Francisco, California, USA",Tunnel Closure,0.5,2,1.0172509829124043,1.0,0.0,21,30
"San Francisco, California, USA",Tunnel Closure,0.5,3,1.000036435571626,1.0,0.0,21,30
"San Francisco, California, USA",Tunnel Closure,0.5,4,1.0123812803226964,1.0,0.0,21,30
"San Francisco, California, USA",Tunnel Closure,0.7,0,1.4043634355990837,1.0,10.0,29,30
"San Francisco, California, USA",Tunnel Closure,0.7,1,1.002509859675313,1.0,0.0,29,30
"San Francisco, California, USA",Tunnel Closure,0.7,2,1.0172540302420146,1.0,0.0,29,30
"San Francisco, California, USA",Tunnel Closure,0.7,3,1.0000919737911802,1.0,0.0,29,30
"San Francisco, California, USA",Tunnel Closure,0.7,4,1.0167969758710902,1.0,0.0,29,30
"San Francisco, California, USA",Highway Flood,0.3,0,1.744285729393791,1.2291182146340374,13.333333333333334,624,30
"San Francisco, California, USA",Highway Flood,0.3,1,1.3359385093977305,1.054966665293131,6.666666666666667,624,30
"San Francisco, California, USA",Highway Flood,0.3,2,1.161386557928774,1.131136369970829,0.0,624,30
"San Francisco, California, USA",Highway Flood,0.3,3,1.4157629866975394,1.1151623799649097,6.666666666666667,624,30
"San Francisco, California, USA",Highway Flood,0.3,4,1.2860820390089927,1.193175825456846,0.0,624,30
"San Francisco, California, USA",Highway Flood,0.5,0,2.234349189068992,1.2913600823419944,26.666666666666668,1041,30
"San Francisco, California, USA",Highway Flood,0.5,1,1.7515787146015012,1.0810637085817203,16.666666666666668,1041,30
"San Francisco, California, USA",Highway Flood,0.5,2,1.5105787832914153,1.2023380272504198,6.666666666666667,1041,30
"San Francisco, California, USA",Highway Flood,0.5,3,1.4420021387867576,1.157825476407138,6.666666666666667,1041,30
"San Francisco, California, USA",Highway Flood,0.5,4,1.336732164741412,1.2189090467195562,0.0,1041,30
"San Francisco, California, USA",Highway Flood,0.7,0,2.373918833194482,1.306129528709491,30.0,1458,30
"San Francisco, California, USA",Highway Flood,0.7,1,1.7788060436935866,1.1529013857076573,16.666666666666668,1458,30
"San Francisco, California, USA",Highway Flood,0.7,2,1.6478278733724454,1.2560340228579858,10.0,1458,30
"San Francisco, California, USA",Highway Flood,0.7,3,1.4522227182560576,1.1725322457827627,6.666666666666667,1458,30
"San Francisco, California, USA",Highway Flood,0.7,4,1.5669722244357267,1.2480719954674804,6.666666666666667,1458,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.3,0,4.884553993225111,5.0,96.66666666666667,8050,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.3,1,4.23638973772387,5.0,80.0,8050,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.3,2,4.869202084223192,5.0,96.66666666666667,8050,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.3,3,4.540694781584486,5.0,83.33333333333333,8050,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.3,4,4.6480972347070155,5.0,90.0,8050,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.5,0,5.0,5.0,100.0,13680,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.5,1,4.866666666666666,5.0,96.66666666666667,13680,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.5,2,5.0,5.0,100.0,13680,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.5,3,4.866666666666666,5.0,96.66666666666667,13680,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.5,4,5.0,5.0,100.0,13680,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.7,0,5.0,5.0,100.0,19331,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.7,1,5.0,5.0,100.0,19331,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.7,2,5.0,5.0,100.0,19331,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.7,3,5.0,5.0,100.0,19331,30
"San Francisco, California, USA",Targeted Attack (Top k%),0.7,4,5.0,5.0,100.0,19331,30
"San Francisco, California, USA",Random Failure,0.3,0,4.107499805517539,5.0,63.333333333333336,8275,30
"San Francisco, California, USA",Random Failure,0.3,1,3.2465044478968577,2.674902195872468,43.333333333333336,8275,30
"San Francisco, California, USA",Random Failure,0.3,2,4.179640851677003,5.0,73.33333333333333,8275,30
"San Francisco, California, USA",Random Failure,0.3,3,4.4081966028085295,5.0,76.66666666666667,8275,30
"San Francisco, California, USA",Random Failure,0.3,4,3.5148982902050023,3.51108026983714,40.0,8275,30
"San Francisco, California, USA",Random Failure,0.5,0,5.0,5.0,100.0,13792,30
"San Francisco, California, USA",Random Failure,0.5,1,4.866679849725149,5.0,96.66666666666667,13792,30
"San Francisco, California, USA",Random Failure,0.5,2,5.0,5.0,100.0,13792,30
"San Francisco, California, USA",Random Failure,0.5,3,5.0,5.0,100.0,13792,30
"San Francisco, California, USA",Random Failure,0.5,4,5.0,5.0,100.0,13792,30
"San Francisco, California, USA",Random Failure,0.7,0,5.0,5.0,100.0,19308,30
"San Francisco, California, USA",Random Failure,0.7,1,5.0,5.0,100.0,19308,30
"San Francisco, California, USA",Random Failure,0.7,2,5.0,5.0,100.0,19308,30
"San Francisco, California, USA",Random Failure,0.7,3,5.0,5.0,100.0,19308,30
"San Francisco, California, USA",Random Failure,0.7,4,5.0,5.0,100.0,19308,30
